2014-12-18 00:59:38,752 미세 reef.runtime.common.Launcher.main main | Launcher started with user name [puppybit]
2014-12-18 00:59:41,394 미세 reef.wake.remote.transport.netty.NettyMessagingTransport.open org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2 | No cached link for /192.168.0.11:17428 thread Thread[org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2,5,main]
2014-12-18 00:59:41,395 가장 미세 reef.wake.remote.impl.RemoteSenderEventHandler.setLink org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2 | thread Thread[org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2,5,main] link localAddr: /192.168.0.11:51173 remoteAddr: /192.168.0.11:17428
2014-12-18 00:59:41,397 가장 미세 reef.wake.remote.impl.RemoteSenderEventHandler.consumeQueue org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2 | RemoteEvent localAddr=/192.168.0.11:18472 remoteAddr=/192.168.0.11:17428 sourceName= sinkName=default seq=1 event=identifier: "Pregel"
state: RUNNING

2014-12-18 00:59:41,398 미세 reef.io.data.loading.api.ResourceRequestHandler.releaseResourceRequestGate main | Releasing Gate
2014-12-18 00:59:41,398 가장 미세 reef.wake.impl.PubSubEventHandler.onNext main | Invoking org.apache.reef.runtime.common.evaluator.PIDStoreStartHandler@1e6520b6
2014-12-18 00:59:41,399 미세 reef.io.data.loading.api.ResourceRequestHandler.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Gate released. Submitting request: org.apache.reef.driver.evaluator.EvaluatorRequest@35d4f28a
2014-12-18 00:59:41,399 가장 미세 reef.runtime.common.driver.EvaluatorRequestorImpl.submit SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Got an EvaluatorRequest: number: 1, memory = 1,024, cores = 1.
2014-12-18 00:59:41,405 미세 reef.runtime.local.driver.ContainerManager.allocateOne SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated Node-1-1418831981403
2014-12-18 00:59:41,406 가장 미세 reef.runtime.common.evaluator.PIDStoreStartHandler.onNext main | Storing pid `6025` in file /home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/driver/PID.txt
2014-12-18 00:59:41,407 가장 미세 reef.wake.time.runtime.RuntimeClock.run main | Entering clock main loop iteration.
2014-12-18 00:59:41,408 가장 미세 reef.runtime.local.driver.ResourceManager.checkRequestQueue SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocating container: ProcessContainer{containedID='Node-1-1418831981403', nodeID='Node-1', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403}
2014-12-18 00:59:41,410 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManager SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Resource allocation: new evaluator id[Node-1-1418831981403]
2014-12-18 00:59:41,411 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManagerInstance SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Creating Evaluator Manager for Evaluator ID Node-1-1418831981403
2014-12-18 00:59:41,443 가장 미세 reef.wake.remote.transport.netty.NettyLink.write org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-2 | write [id: 0x7c63a56d, /192.168.0.11:51173 => /192.168.0.11:17428] [B@732566c1
2014-12-18 00:59:41,444 가장 미세 reef.wake.remote.transport.netty.NettyLink.write org.apache.reef.wake.remote.impl.RemoteSenderStage-pool-6-thread-1 | write [id: 0x7c63a56d, /192.168.0.11:51173 => /192.168.0.11:17428] [B@73bd819e
2014-12-18 00:59:41,462 미세 reef.runtime.common.driver.DriverExceptionHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'DriverExceptionHandler'
2014-12-18 00:59:41,465 가장 미세 reef.wake.impl.StageManager.register SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | StageManager adds stage org.apache.reef.wake.impl.ThreadPoolStage@5e2f684c
2014-12-18 00:59:41,466 미세 reef.runtime.common.driver.evaluator.EvaluatorMessageDispatcher.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorMessageDispatcher'
2014-12-18 00:59:41,468 미세 reef.runtime.common.driver.evaluator.EvaluatorStatusManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorStatusManager'
2014-12-18 00:59:41,468 미세 reef.runtime.common.driver.evaluator.EvaluatorControlHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorControlHandler'
2014-12-18 00:59:41,469 미세 reef.runtime.common.driver.context.ContextControlHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'ContextControlHandler'
2014-12-18 00:59:41,470 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiating EvaluatorManager for evaluator: Node-1-1418831981403
2014-12-18 00:59:41,473 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Firing AllocatedEvaluator event for Evaluator with ID [Node-1-1418831981403]
2014-12-18 00:59:41,475 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated EvaluatorManager for evaluator: [Node-1-1418831981403]
2014-12-18 00:59:41,476 가장 미세 reef.runtime.common.driver.evaluator.Evaluators.put SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Adding: Node-1-1418831981403 previous: null
2014-12-18 00:59:41,480 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated: 1, Outstanding requests: 0
2014-12-18 00:59:41,483 가장 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-1-1418831981403-pool-17-thread-1 | Allocated evaluator: Node-1-1418831981403
2014-12-18 00:59:41,484 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-1-1418831981403-pool-17-thread-1 | Evaluators for compute request: 0
2014-12-18 00:59:41,492 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0
container_allocation: "Node-1-1418831981403"

2014-12-18 00:59:41,494 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated: 1, Outstanding requests: 0
2014-12-18 00:59:41,495 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 0
container_allocation: "Node-1-1418831981403"

2014-12-18 00:59:41,496 미세 reef.io.data.loading.api.ResourceRequestHandler.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Processing a request with count: 2 - Waiting for gate to be released
2014-12-18 00:59:41,504 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-1-1418831981403-pool-17-thread-1 | Submitting Compute Context to Node-1-1418831981403
2014-12-18 00:59:41,578 가장 미세 reef.runtime.local.driver.ResourceManager.onResourceLaunchRequest Node-1-1418831981403-pool-17-thread-1 | Launching container: ProcessContainer{containedID='Node-1-1418831981403', nodeID='Node-1', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403}
2014-12-18 00:59:41,580 가장 미세 reef.runtime.local.process.RunnableProcess.<init> Node-1-1418831981403-pool-17-thread-1 | RunnableProcess ready.
2014-12-18 00:59:41,581 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-1-1418831981403-pool-17-thread-1 | All Compute requests satisfied. Releasing gate
2014-12-18 00:59:41,582 가장 미세 reef.runtime.local.process.RunnableProcess.run Thread-8 | Launching process "Node-1-1418831981403"
STDERR can be found in /home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403/STDERR.txt
STDOUT can be found in /home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-1-1418831981403/STDOUT.txt
2014-12-18 00:59:41,582 미세 reef.io.data.loading.api.ResourceRequestHandler.releaseResourceRequestGate Node-1-1418831981403-pool-17-thread-1 | Releasing Gate
2014-12-18 00:59:41,583 미세 reef.io.data.loading.api.ResourceRequestHandler.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Gate released. Submitting request: org.apache.reef.driver.evaluator.EvaluatorRequest@7650cc27
2014-12-18 00:59:41,584 가장 미세 reef.runtime.common.driver.EvaluatorRequestorImpl.submit SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Got an EvaluatorRequest: number: 2, memory = 1,024, cores = 1.
2014-12-18 00:59:41,587 미세 reef.runtime.local.driver.ContainerManager.allocateOne SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated Node-2-1418831981585
2014-12-18 00:59:41,588 가장 미세 reef.runtime.local.driver.ResourceManager.checkRequestQueue SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocating container: ProcessContainer{containedID='Node-2-1418831981585', nodeID='Node-2', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-2-1418831981585}
2014-12-18 00:59:41,589 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManager SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Resource allocation: new evaluator id[Node-2-1418831981585]
2014-12-18 00:59:41,590 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManagerInstance SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Creating Evaluator Manager for Evaluator ID Node-2-1418831981585
2014-12-18 00:59:41,596 정보 reef.runtime.local.process.ReefRunnableProcessObserver.onResourceStatus Thread-8 | Sending resource status: identifier: "Node-1-1418831981403"
state: RUNNING
 
2014-12-18 00:59:41,616 미세 reef.runtime.common.driver.DriverExceptionHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'DriverExceptionHandler'
2014-12-18 00:59:41,617 가장 미세 reef.wake.impl.StageManager.register SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | StageManager adds stage org.apache.reef.wake.impl.ThreadPoolStage@36869e91
2014-12-18 00:59:41,617 미세 reef.runtime.common.driver.evaluator.EvaluatorMessageDispatcher.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorMessageDispatcher'
2014-12-18 00:59:41,618 미세 reef.runtime.common.driver.evaluator.EvaluatorStatusManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorStatusManager'
2014-12-18 00:59:41,618 미세 reef.runtime.common.driver.evaluator.EvaluatorControlHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'EvaluatorControlHandler'
2014-12-18 00:59:41,619 미세 reef.runtime.common.driver.context.ContextControlHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'ContextControlHandler'
2014-12-18 00:59:41,620 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiating EvaluatorManager for evaluator: Node-2-1418831981585
2014-12-18 00:59:41,620 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Firing AllocatedEvaluator event for Evaluator with ID [Node-2-1418831981585]
2014-12-18 00:59:41,621 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManager.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated EvaluatorManager for evaluator: [Node-2-1418831981585]
2014-12-18 00:59:41,621 가장 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Allocated evaluator: Node-2-1418831981585
2014-12-18 00:59:41,622 가장 미세 reef.runtime.common.driver.evaluator.Evaluators.put SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Adding: Node-2-1418831981585 previous: null
2014-12-18 00:59:41,622 미세 reef.io.data.loading.api.DataLoader$EvaluatorAllocatedHandler.onNext Node-2-1418831981585-pool-18-thread-1 | Evaluators for compute request: -1
2014-12-18 00:59:41,623 정보 reef.runtime.local.driver.ResourceManager.sendRuntimeStatus SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated: 2, Outstanding requests: 1
2014-12-18 00:59:41,623 가장 미세 reef.runtime.common.driver.resourcemanager.ResourceManagerStatus.onNext SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Runtime status name: "LOCAL"
state: RUNNING
outstanding_container_requests: 1
container_allocation: "Node-1-1418831981403"
container_allocation: "Node-2-1418831981585"

2014-12-18 00:59:41,624 미세 reef.runtime.local.driver.ContainerManager.allocateOne SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocated Node-3-1418831981624
2014-12-18 00:59:41,624 가장 미세 reef.runtime.local.driver.ResourceManager.checkRequestQueue SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Allocating container: ProcessContainer{containedID='Node-3-1418831981624', nodeID='Node-3', errorHandlerRID='socket://192.168.0.11:18472', folder=/home/puppybit/Workspace/reef-pregel/bin/REEF_LOCAL_RUNTIME/Pregel-1418831978536/Node-3-1418831981624}
2014-12-18 00:59:41,625 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManager SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Resource allocation: new evaluator id[Node-3-1418831981624]
2014-12-18 00:59:41,625 가장 미세 reef.runtime.common.driver.evaluator.EvaluatorManagerFactory.getNewEvaluatorManagerInstance SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Creating Evaluator Manager for Evaluator ID Node-3-1418831981624
2014-12-18 00:59:41,630 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.getInputSplit Node-2-1418831981585-pool-18-thread-1 | allocated partition not found
2014-12-18 00:59:41,631 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.getInputSplit Node-2-1418831981585-pool-18-thread-1 | 192.168.0.11 does not host any partitions or someone else took partitions hosted here. Picking a random one
2014-12-18 00:59:41,631 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.allocateSplit Node-2-1418831981585-pool-18-thread-1 | Found split-0 in the queue
2014-12-18 00:59:41,632 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.allocateSplit Node-2-1418831981585-pool-18-thread-1 | Returning 0
2014-12-18 00:59:41,632 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.getInputSplit Node-2-1418831981585-pool-18-thread-1 | {Node-2-1418831981585=InputSplit-0}
2014-12-18 00:59:41,634 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.getInputSplit Node-2-1418831981585-pool-18-thread-1 | Found an already allocated partition
2014-12-18 00:59:41,635 미세 reef.io.data.loading.impl.EvaluatorToPartitionMapper.getInputSplit Node-2-1418831981585-pool-18-thread-1 | {Node-2-1418831981585=InputSplit-0}
2014-12-18 00:59:41,651 미세 reef.runtime.common.driver.DriverExceptionHandler.<init> SingleThreadStage<org.apache.reef.io.data.loading.api.ResourceRequestHandler> | Instantiated 'DriverExceptionHandler'
